Transaction_ID,Date,Time,Item_Name,Category,Quantity,Unit_Price,Unit_Cost,Discount_Applied,Total_Amount
17963,2023-11-06,09:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
17963,2023-11-06,09:00:00,Virgin Mojito,Mocktails,1,110,30,22.0,88.0
19919,2023-11-06,09:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,46.0,368.0
19919,2023-11-06,09:00:00,Cold Coffee,Cold Beverages,1,90,25,18.0,72.0
11124,2023-11-06,12:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,0.0,460.0
11124,2023-11-06,12:00:00,Cold Coffee,Cold Beverages,2,90,25,0.0,180.0
13264,2023-11-06,12:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
13264,2023-11-06,12:00:00,Virgin Mojito,Mocktails,1,110,30,0.0,110.0
17144,2023-11-06,12:00:00,Virgin Mojito,Mocktails,2,110,30,11.0,198.0
17144,2023-11-06,12:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,46.0,184.0
17144,2023-11-06,12:00:00,Chicken Lollipop 6pcs,Starter,3,180,70,0.0,540.0
18802,2023-11-06,13:00:00,Chicken Lollipop 6pcs,Starter,2,180,70,36.0,288.0
18802,2023-11-06,13:00:00,Bbq Fried Wings 6 Pcs.,Snacks,1,170,65,0.0,170.0
14034,2023-11-06,14:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,23.0,621.0
14034,2023-11-06,14:00:00,Virgin Mojito,Mocktails,1,110,30,11.0,99.0
12176,2023-11-06,15:00:00,Chicken Lollipop 6pcs,Starter,2,180,70,18.0,324.0
12176,2023-11-06,15:00:00,Bbq Fried Wings 6 Pcs.,Snacks,1,170,65,0.0,170.0
18640,2023-11-06,15:00:00,Chicken Lollipop 6pcs,Starter,2,180,70,18.0,324.0
18640,2023-11-06,15:00:00,Bbq Fried Wings 6 Pcs.,Snacks,3,170,65,34.0,408.0
21401,2023-11-06,18:00:00,Chicken Lollipop 6pcs,Starter,1,180,70,36.0,144.0
21401,2023-11-06,18:00:00,Bbq Fried Wings 6 Pcs.,Snacks,1,170,65,34.0,136.0
21506,2023-11-06,18:00:00,Bbq Fried Wings 6 Pcs.,Snacks,3,170,65,34.0,408.0
21506,2023-11-06,18:00:00,Chilli Baby Corn (dry),Starter,2,160,50,0.0,320.0
21506,2023-11-06,18:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,23.0,621.0
14996,2023-11-07,01:00:00,Cold Coffee,Cold Beverages,1,90,25,18.0,72.0
14996,2023-11-07,01:00:00,Bbq Fried Wings 6 Pcs.,Snacks,2,170,65,34.0,272.0
11654,2023-11-07,02:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
11654,2023-11-07,02:00:00,Cold Coffee,Cold Beverages,1,90,25,0.0,90.0
13035,2023-11-07,02:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,46.0,552.0
13035,2023-11-07,02:00:00,Cold Coffee,Cold Beverages,2,90,25,0.0,180.0
16438,2023-11-07,09:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,23.0,207.0
16438,2023-11-07,09:00:00,Virgin Mojito,Mocktails,3,110,30,0.0,330.0
19805,2023-11-07,09:00:00,Chicken Lollipop 6pcs,Starter,2,180,70,0.0,360.0
19805,2023-11-07,09:00:00,Bbq Fried Wings 6 Pcs.,Snacks,3,170,65,17.0,459.0
12987,2023-11-07,11:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,23.0,207.0
12987,2023-11-07,11:00:00,Virgin Mojito,Mocktails,3,110,30,0.0,330.0
11677,2023-11-07,12:00:00,Chicken Lollipop 6pcs,Starter,1,180,70,36.0,144.0
11677,2023-11-07,12:00:00,Bbq Fried Wings 6 Pcs.,Snacks,3,170,65,0.0,510.0
16266,2023-11-07,12:00:00,Chicken Lollipop 6pcs,Starter,3,180,70,0.0,540.0
16266,2023-11-07,12:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
18277,2023-11-07,12:00:00,Chicken Lollipop 6pcs,Starter,2,180,70,0.0,360.0
18277,2023-11-07,12:00:00,Bbq Fried Wings 6 Pcs.,Snacks,2,170,65,17.0,306.0
21691,2023-11-07,18:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
21691,2023-11-07,18:00:00,Cold Coffee,Cold Beverages,1,90,25,0.0,90.0
17955,2023-11-07,20:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,23.0,207.0
17955,2023-11-07,20:00:00,Virgin Mojito,Mocktails,2,110,30,0.0,220.0
20364,2023-11-07,20:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,23.0,207.0
20364,2023-11-07,20:00:00,Cold Coffee,Cold Beverages,3,90,25,0.0,270.0
12100,2023-11-07,21:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,23.0,621.0
12100,2023-11-07,21:00:00,Virgin Mojito,Mocktails,3,110,30,0.0,330.0
20289,2023-11-07,21:00:00,Chilli Baby Corn (dry),Starter,2,160,50,0.0,320.0
12112,2023-11-07,22:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,23.0,414.0
12112,2023-11-07,22:00:00,Virgin Mojito,Mocktails,1,110,30,11.0,99.0
10934,2023-11-07,23:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,23.0,207.0
10934,2023-11-07,23:00:00,Virgin Mojito,Mocktails,1,110,30,0.0,110.0
11649,2023-11-07,23:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
11649,2023-11-07,23:00:00,Cold Coffee,Cold Beverages,3,90,25,18.0,216.0
21170,2023-11-08,00:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,46.0,368.0
21170,2023-11-08,00:00:00,Virgin Mojito,Mocktails,1,110,30,22.0,88.0
14038,2023-11-08,01:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
14038,2023-11-08,01:00:00,Cold Coffee,Cold Beverages,2,90,25,18.0,144.0
18047,2023-11-08,03:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
18047,2023-11-08,03:00:00,Virgin Mojito,Mocktails,1,110,30,22.0,88.0
16351,2023-11-08,04:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
16351,2023-11-08,04:00:00,Cold Coffee,Cold Beverages,2,90,25,0.0,180.0
19332,2023-11-08,04:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,23.0,621.0
19332,2023-11-08,04:00:00,Cold Coffee,Cold Beverages,3,90,25,0.0,270.0
21108,2023-11-08,06:00:00,Bbq Fried Wings 6 Pcs.,Snacks,2,170,65,0.0,340.0
21108,2023-11-08,06:00:00,Chilli Baby Corn (dry),Starter,1,160,50,0.0,160.0
21108,2023-11-08,06:00:00,Virgin Mojito,Mocktails,3,110,30,22.0,264.0
20718,2023-11-08,09:00:00,Chilli Baby Corn (dry),Starter,2,160,50,0.0,320.0
21596,2023-11-08,09:00:00,Chicken Lollipop 6pcs,Starter,2,180,70,18.0,324.0
21596,2023-11-08,09:00:00,Virgin Mojito,Mocktails,1,110,30,11.0,99.0
21596,2023-11-08,09:00:00,Cold Coffee,Cold Beverages,3,90,25,9.0,243.0
11589,2023-11-08,16:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
11589,2023-11-08,16:00:00,Cold Coffee,Cold Beverages,1,90,25,0.0,90.0
18942,2023-11-08,16:00:00,Chicken Lollipop 6pcs,Starter,3,180,70,18.0,486.0
18942,2023-11-08,16:00:00,Bbq Fried Wings 6 Pcs.,Snacks,2,170,65,0.0,340.0
11878,2023-11-08,19:00:00,Chicken Lollipop 6pcs,Starter,2,180,70,0.0,360.0
11878,2023-11-08,19:00:00,Bbq Fried Wings 6 Pcs.,Snacks,2,170,65,0.0,340.0
12036,2023-11-08,19:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
12036,2023-11-08,19:00:00,Virgin Mojito,Mocktails,1,110,30,22.0,88.0
17555,2023-11-08,22:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
17555,2023-11-08,22:00:00,Virgin Mojito,Mocktails,3,110,30,0.0,330.0
17880,2023-11-08,22:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,0.0,460.0
17880,2023-11-08,22:00:00,Cold Coffee,Cold Beverages,3,90,25,18.0,216.0
10691,2023-11-09,01:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,0.0,460.0
10691,2023-11-09,01:00:00,Chilli Baby Corn (dry),Starter,1,160,50,0.0,160.0
10691,2023-11-09,01:00:00,Bbq Fried Wings 6 Pcs.,Snacks,2,170,65,0.0,340.0
12249,2023-11-09,02:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,46.0,184.0
12249,2023-11-09,02:00:00,Cold Coffee,Cold Beverages,3,90,25,18.0,216.0
12046,2023-11-09,04:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
12046,2023-11-09,04:00:00,Virgin Mojito,Mocktails,3,110,30,0.0,330.0
11066,2023-11-09,06:00:00,Chilli Baby Corn (dry),Starter,3,160,50,0.0,480.0
11066,2023-11-09,06:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,23.0,207.0
12196,2023-11-09,07:00:00,Chicken Lollipop 6pcs,Starter,3,180,70,0.0,540.0
12196,2023-11-09,07:00:00,Bbq Fried Wings 6 Pcs.,Snacks,1,170,65,0.0,170.0
12715,2023-11-09,09:00:00,Chicken Lollipop 6pcs,Starter,2,180,70,0.0,360.0
12715,2023-11-09,09:00:00,Bbq Fried Wings 6 Pcs.,Snacks,1,170,65,17.0,153.0
21244,2023-11-09,09:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,46.0,552.0
21244,2023-11-09,09:00:00,Cold Coffee,Cold Beverages,2,90,25,0.0,180.0
18784,2023-11-09,11:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,0.0,460.0
18784,2023-11-09,11:00:00,Cold Coffee,Cold Beverages,3,90,25,0.0,270.0
12121,2023-11-09,13:00:00,Chicken Lollipop 6pcs,Starter,3,180,70,0.0,540.0
12121,2023-11-09,13:00:00,Bbq Fried Wings 6 Pcs.,Snacks,1,170,65,17.0,153.0
17953,2023-11-09,13:00:00,Chicken Lollipop 6pcs,Starter,2,180,70,0.0,360.0
17953,2023-11-09,13:00:00,Bbq Fried Wings 6 Pcs.,Snacks,3,170,65,0.0,510.0
18559,2023-11-09,13:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
18559,2023-11-09,13:00:00,Virgin Mojito,Mocktails,2,110,30,11.0,198.0
16787,2023-11-09,14:00:00,Chicken Lollipop 6pcs,Starter,2,180,70,0.0,360.0
16787,2023-11-09,14:00:00,Bbq Fried Wings 6 Pcs.,Snacks,2,170,65,0.0,340.0
20508,2023-11-09,15:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,46.0,184.0
20508,2023-11-09,15:00:00,Cold Coffee,Cold Beverages,2,90,25,0.0,180.0
21379,2023-11-09,15:00:00,Chicken Lollipop 6pcs,Starter,3,180,70,0.0,540.0
21379,2023-11-09,15:00:00,Virgin Mojito,Mocktails,2,110,30,0.0,220.0
20440,2023-11-09,16:00:00,Chicken Lollipop 6pcs,Starter,3,180,70,18.0,486.0
20440,2023-11-09,16:00:00,Cold Coffee,Cold Beverages,2,90,25,0.0,180.0
21127,2023-11-09,16:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,23.0,207.0
21127,2023-11-09,16:00:00,Virgin Mojito,Mocktails,1,110,30,11.0,99.0
18861,2023-11-09,17:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
18861,2023-11-09,17:00:00,Virgin Mojito,Mocktails,3,110,30,11.0,297.0
15251,2023-11-09,18:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,46.0,184.0
15251,2023-11-09,18:00:00,Virgin Mojito,Mocktails,2,110,30,0.0,220.0
20154,2023-11-09,18:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,0.0,460.0
20154,2023-11-09,18:00:00,Cold Coffee,Cold Beverages,1,90,25,0.0,90.0
12915,2023-11-09,19:00:00,Chicken Lollipop 6pcs,Starter,2,180,70,0.0,360.0
12915,2023-11-09,19:00:00,Cold Coffee,Cold Beverages,1,90,25,0.0,90.0
16799,2023-11-09,22:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,46.0,368.0
16799,2023-11-09,22:00:00,Cold Coffee,Cold Beverages,1,90,25,0.0,90.0
11734,2023-11-10,02:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,0.0,460.0
11734,2023-11-10,02:00:00,Cold Coffee,Cold Beverages,2,90,25,0.0,180.0
15050,2023-11-10,10:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,46.0,552.0
15050,2023-11-10,10:00:00,Cold Coffee,Cold Beverages,2,90,25,9.0,162.0
18920,2023-11-10,10:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,46.0,184.0
18920,2023-11-10,10:00:00,Virgin Mojito,Mocktails,1,110,30,22.0,88.0
15178,2023-11-10,12:00:00,Chicken Lollipop 6pcs,Starter,1,180,70,0.0,180.0
15178,2023-11-10,12:00:00,Bbq Fried Wings 6 Pcs.,Snacks,3,170,65,0.0,510.0
10940,2023-11-10,14:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,46.0,184.0
10940,2023-11-10,14:00:00,Virgin Mojito,Mocktails,2,110,30,11.0,198.0
20772,2023-11-10,15:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,46.0,552.0
20772,2023-11-10,15:00:00,Cold Coffee,Cold Beverages,3,90,25,18.0,216.0
10651,2023-11-10,18:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
10651,2023-11-10,18:00:00,Cold Coffee,Cold Beverages,1,90,25,18.0,72.0
12152,2023-11-10,18:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,46.0,184.0
12152,2023-11-10,18:00:00,Virgin Mojito,Mocktails,1,110,30,0.0,110.0
15539,2023-11-10,19:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
15539,2023-11-10,19:00:00,Virgin Mojito,Mocktails,1,110,30,0.0,110.0
11081,2023-11-10,20:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,0.0,460.0
11081,2023-11-10,20:00:00,Virgin Mojito,Mocktails,3,110,30,11.0,297.0
13145,2023-11-10,21:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,46.0,184.0
13145,2023-11-10,21:00:00,Cold Coffee,Cold Beverages,2,90,25,18.0,144.0
16186,2023-11-10,21:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,46.0,368.0
16186,2023-11-10,21:00:00,Virgin Mojito,Mocktails,1,110,30,0.0,110.0
21422,2023-11-10,22:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
21422,2023-11-10,22:00:00,Cold Coffee,Cold Beverages,3,90,25,18.0,216.0
10342,2023-11-11,01:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,46.0,368.0
10342,2023-11-11,01:00:00,Cold Coffee,Cold Beverages,3,90,25,0.0,270.0
15305,2023-11-11,02:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,23.0,621.0
15305,2023-11-11,02:00:00,Virgin Mojito,Mocktails,3,110,30,0.0,330.0
10191,2023-11-11,04:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,23.0,207.0
10191,2023-11-11,04:00:00,Virgin Mojito,Mocktails,3,110,30,0.0,330.0
11463,2023-11-11,04:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,46.0,552.0
11463,2023-11-11,04:00:00,Virgin Mojito,Mocktails,3,110,30,0.0,330.0
19625,2023-11-11,04:00:00,Chicken Lollipop 6pcs,Starter,3,180,70,0.0,540.0
19625,2023-11-11,04:00:00,Bbq Fried Wings 6 Pcs.,Snacks,3,170,65,0.0,510.0
18932,2023-11-11,05:00:00,Chicken Lollipop 6pcs,Starter,2,180,70,0.0,360.0
18932,2023-11-11,05:00:00,Bbq Fried Wings 6 Pcs.,Snacks,1,170,65,0.0,170.0
17190,2023-11-11,08:00:00,Chicken Lollipop 6pcs,Starter,3,180,70,0.0,540.0
17190,2023-11-11,08:00:00,Virgin Mojito,Mocktails,3,110,30,22.0,264.0
19116,2023-11-11,10:00:00,Bbq Fried Wings 6 Pcs.,Snacks,1,170,65,17.0,153.0
16319,2023-11-11,12:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,0.0,460.0
16319,2023-11-11,12:00:00,Cold Coffee,Cold Beverages,1,90,25,9.0,81.0
14184,2023-11-11,13:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,0.0,460.0
14184,2023-11-11,13:00:00,Virgin Mojito,Mocktails,1,110,30,22.0,88.0
13339,2023-11-11,16:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,0.0,460.0
13339,2023-11-11,16:00:00,Virgin Mojito,Mocktails,1,110,30,22.0,88.0
20020,2023-11-11,17:00:00,Chicken Lollipop 6pcs,Starter,2,180,70,0.0,360.0
20020,2023-11-11,17:00:00,Bbq Fried Wings 6 Pcs.,Snacks,1,170,65,0.0,170.0
20240,2023-11-11,17:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
20240,2023-11-11,17:00:00,Virgin Mojito,Mocktails,1,110,30,0.0,110.0
18337,2023-11-11,18:00:00,Virgin Mojito,Mocktails,3,110,30,11.0,297.0
18337,2023-11-11,18:00:00,Bbq Fried Wings 6 Pcs.,Snacks,1,170,65,0.0,170.0
11641,2023-11-11,19:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
11641,2023-11-11,19:00:00,Virgin Mojito,Mocktails,2,110,30,0.0,220.0
15997,2023-11-11,23:00:00,Cold Coffee,Cold Beverages,1,90,25,18.0,72.0
12980,2023-11-12,03:00:00,Chicken Lollipop 6pcs,Starter,3,180,70,0.0,540.0
12980,2023-11-12,03:00:00,Bbq Fried Wings 6 Pcs.,Snacks,2,170,65,0.0,340.0
12360,2023-11-12,04:00:00,Chicken Lollipop 6pcs,Starter,1,180,70,0.0,180.0
12360,2023-11-12,04:00:00,Virgin Mojito,Mocktails,2,110,30,0.0,220.0
12360,2023-11-12,04:00:00,Bbq Fried Wings 6 Pcs.,Snacks,3,170,65,0.0,510.0
12244,2023-11-12,05:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,46.0,184.0
12244,2023-11-12,05:00:00,Virgin Mojito,Mocktails,1,110,30,0.0,110.0
19819,2023-11-12,05:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
19819,2023-11-12,05:00:00,Bbq Fried Wings 6 Pcs.,Snacks,3,170,65,17.0,459.0
10793,2023-11-12,06:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
10793,2023-11-12,06:00:00,Cold Coffee,Cold Beverages,2,90,25,0.0,180.0
20104,2023-11-12,06:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
20104,2023-11-12,06:00:00,Cold Coffee,Cold Beverages,1,90,25,9.0,81.0
12828,2023-11-12,07:00:00,Bbq Fried Wings 6 Pcs.,Snacks,3,170,65,0.0,510.0
11527,2023-11-12,08:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
11527,2023-11-12,08:00:00,Cold Coffee,Cold Beverages,3,90,25,18.0,216.0
21358,2023-11-12,09:00:00,Chicken Lollipop 6pcs,Starter,2,180,70,0.0,360.0
21358,2023-11-12,09:00:00,Bbq Fried Wings 6 Pcs.,Snacks,1,170,65,0.0,170.0
14890,2023-11-12,13:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,0.0,460.0
14890,2023-11-12,13:00:00,Cold Coffee,Cold Beverages,2,90,25,9.0,162.0
10782,2023-11-12,14:00:00,Virgin Mojito,Mocktails,2,110,30,22.0,176.0
10782,2023-11-12,14:00:00,Chicken Lollipop 6pcs,Starter,3,180,70,0.0,540.0
10782,2023-11-12,14:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
21738,2023-11-12,14:00:00,Chicken Lollipop 6pcs,Starter,3,180,70,0.0,540.0
21738,2023-11-12,14:00:00,Bbq Fried Wings 6 Pcs.,Snacks,2,170,65,17.0,306.0
16305,2023-11-12,19:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
16305,2023-11-12,19:00:00,Cold Coffee,Cold Beverages,2,90,25,0.0,180.0
14037,2023-11-12,20:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
14037,2023-11-12,20:00:00,Virgin Mojito,Mocktails,2,110,30,22.0,176.0
13094,2023-11-12,21:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
13094,2023-11-12,21:00:00,Cold Coffee,Cold Beverages,1,90,25,18.0,72.0
10112,2023-11-13,01:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,23.0,621.0
10112,2023-11-13,01:00:00,Virgin Mojito,Mocktails,1,110,30,0.0,110.0
20984,2023-11-13,02:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,0.0,460.0
20984,2023-11-13,02:00:00,Virgin Mojito,Mocktails,3,110,30,0.0,330.0
11487,2023-11-13,04:00:00,Virgin Mojito,Mocktails,3,110,30,22.0,264.0
11487,2023-11-13,04:00:00,Chilli Baby Corn (dry),Starter,3,160,50,32.0,384.0
11487,2023-11-13,04:00:00,Cold Coffee,Cold Beverages,3,90,25,18.0,216.0
13738,2023-11-13,05:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,23.0,207.0
13738,2023-11-13,05:00:00,Virgin Mojito,Mocktails,3,110,30,11.0,297.0
16159,2023-11-13,06:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,23.0,207.0
16159,2023-11-13,06:00:00,Virgin Mojito,Mocktails,1,110,30,0.0,110.0
19704,2023-11-13,06:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
19704,2023-11-13,06:00:00,Cold Coffee,Cold Beverages,3,90,25,9.0,243.0
18979,2023-11-13,09:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,46.0,552.0
18979,2023-11-13,09:00:00,Virgin Mojito,Mocktails,3,110,30,0.0,330.0
21392,2023-11-13,09:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,46.0,184.0
21392,2023-11-13,09:00:00,Cold Coffee,Cold Beverages,3,90,25,0.0,270.0
11894,2023-11-13,11:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,46.0,368.0
11894,2023-11-13,11:00:00,Virgin Mojito,Mocktails,2,110,30,0.0,220.0
12402,2023-11-13,11:00:00,Chicken Lollipop 6pcs,Starter,1,180,70,0.0,180.0
12402,2023-11-13,11:00:00,Bbq Fried Wings 6 Pcs.,Snacks,3,170,65,34.0,408.0
15793,2023-11-13,11:00:00,Chicken Lollipop 6pcs,Starter,3,180,70,18.0,486.0
15793,2023-11-13,11:00:00,Bbq Fried Wings 6 Pcs.,Snacks,2,170,65,0.0,340.0
17245,2023-11-13,13:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
17245,2023-11-13,13:00:00,Cold Coffee,Cold Beverages,3,90,25,0.0,270.0
21459,2023-11-13,13:00:00,Chilli Baby Corn (dry),Starter,3,160,50,32.0,384.0
16303,2023-11-13,14:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
16303,2023-11-13,14:00:00,Virgin Mojito,Mocktails,2,110,30,22.0,176.0
14308,2023-11-13,15:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
14308,2023-11-13,15:00:00,Virgin Mojito,Mocktails,3,110,30,0.0,330.0
18482,2023-11-13,16:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,46.0,184.0
18482,2023-11-13,16:00:00,Virgin Mojito,Mocktails,3,110,30,0.0,330.0
12966,2023-11-13,17:00:00,Chicken Lollipop 6pcs,Starter,3,180,70,36.0,432.0
12966,2023-11-13,17:00:00,Bbq Fried Wings 6 Pcs.,Snacks,2,170,65,34.0,272.0
13514,2023-11-13,21:00:00,Virgin Mojito,Mocktails,2,110,30,0.0,220.0
15944,2023-11-13,22:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
15944,2023-11-13,22:00:00,Virgin Mojito,Mocktails,2,110,30,0.0,220.0
13980,2023-11-13,23:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,0.0,460.0
13980,2023-11-13,23:00:00,Cold Coffee,Cold Beverages,2,90,25,0.0,180.0
19983,2023-11-14,00:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,46.0,184.0
19983,2023-11-14,00:00:00,Virgin Mojito,Mocktails,3,110,30,0.0,330.0
15289,2023-11-14,02:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,3,230,90,0.0,690.0
15289,2023-11-14,02:00:00,Virgin Mojito,Mocktails,1,110,30,22.0,88.0
15842,2023-11-14,02:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
15842,2023-11-14,02:00:00,Cold Coffee,Cold Beverages,1,90,25,18.0,72.0
19134,2023-11-14,04:00:00,Virgin Mojito,Mocktails,1,110,30,0.0,110.0
20728,2023-11-14,04:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,0.0,460.0
20728,2023-11-14,04:00:00,Virgin Mojito,Mocktails,1,110,30,22.0,88.0
16310,2023-11-14,05:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
16310,2023-11-14,05:00:00,Virgin Mojito,Mocktails,3,110,30,22.0,264.0
21441,2023-11-14,05:00:00,Chicken Lollipop 6pcs,Starter,3,180,70,36.0,432.0
21441,2023-11-14,05:00:00,Bbq Fried Wings 6 Pcs.,Snacks,3,170,65,0.0,510.0
20986,2023-11-14,06:00:00,Chicken Lollipop 6pcs,Starter,1,180,70,0.0,180.0
20986,2023-11-14,06:00:00,Bbq Fried Wings 6 Pcs.,Snacks,3,170,65,17.0,459.0
11290,2023-11-14,08:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,1,230,90,0.0,230.0
11290,2023-11-14,08:00:00,Cold Coffee,Cold Beverages,3,90,25,0.0,270.0
11749,2023-11-14,08:00:00,Chicken Pepper Bbq Pizza (Medium),Pizza,2,230,90,23.0,414.0
11749,2023-11-14,08:00:00,Virgin Mojito,Mocktails,2,110,30,0.0,220.0
21717,2023-11-14,08:00:00,Virgin Mojito,Mocktails,1,110,30,0.0,110.0
