Date,Item_Name,Category,Forecasted_Prep_Qty,Actual_Demand_Qty,Spoiled_Qty,Unit_Cost,Salvage_Value
2024-05-06,Chicken Pepper Bbq Pizza (Medium),Pizza,47,42,5,90,0
2024-05-06,Bbq Fried Wings 6 Pcs.,Snacks,32,21,11,65,0
2024-05-06,Cold Coffee,Cold Beverages,43,39,4,25,0
2024-05-06,Virgin Mojito,Mocktails,26,28,0,30,0
2024-05-07,Chicken Lollipop 6pcs,Starter,34,27,7,70,0
2024-05-07,Chilli Baby Corn (dry),Starter,54,45,9,50,0
2024-05-07,Chicken Pepper Bbq Pizza (Medium),Pizza,23,26,0,90,0
2024-05-07,Bbq Fried Wings 6 Pcs.,Snacks,25,31,0,65,0
2024-05-07,Cold Coffee,Cold Beverages,33,32,1,25,0
2024-05-07,Virgin Mojito,Mocktails,21,26,0,30,0
2024-05-08,Chicken Lollipop 6pcs,Starter,34,34,0,70,0
2024-05-08,Chilli Baby Corn (dry),Starter,8,20,0,50,0
2024-05-08,Chicken Pepper Bbq Pizza (Medium),Pizza,39,29,10,90,0
2024-05-08,Bbq Fried Wings 6 Pcs.,Snacks,43,43,0,65,0
2024-05-08,Cold Coffee,Cold Beverages,29,25,4,25,0
2024-05-08,Virgin Mojito,Mocktails,25,22,3,30,0
2024-05-09,Chicken Lollipop 6pcs,Starter,44,36,8,70,0
2024-05-09,Chilli Baby Corn (dry),Starter,29,29,0,50,0
2024-05-09,Chicken Pepper Bbq Pizza (Medium),Pizza,20,22,0,90,0
2024-05-09,Bbq Fried Wings 6 Pcs.,Snacks,31,28,3,65,0
2024-05-09,Cold Coffee,Cold Beverages,35,37,0,25,0
2024-05-09,Virgin Mojito,Mocktails,41,41,0,30,0
2024-05-10,Chicken Lollipop 6pcs,Starter,28,29,0,70,0
2024-05-10,Chilli Baby Corn (dry),Starter,16,10,6,50,0
2024-05-10,Chicken Pepper Bbq Pizza (Medium),Pizza,35,35,0,90,0
2024-05-10,Bbq Fried Wings 6 Pcs.,Snacks,34,30,4,65,0
2024-05-10,Cold Coffee,Cold Beverages,17,17,0,25,0
2024-05-10,Virgin Mojito,Mocktails,32,36,0,30,0
2024-05-11,Chicken Lollipop 6pcs,Starter,28,32,0,70,0
2024-05-11,Chilli Baby Corn (dry),Starter,34,33,1,50,0
2024-05-11,Chicken Pepper Bbq Pizza (Medium),Pizza,24,17,7,90,0
2024-05-11,Bbq Fried Wings 6 Pcs.,Snacks,22,24,0,65,0
2024-05-11,Cold Coffee,Cold Beverages,38,31,7,25,0
2024-05-11,Virgin Mojito,Mocktails,23,21,2,30,0
2024-05-12,Chicken Lollipop 6pcs,Starter,38,33,5,70,0
2024-05-12,Chilli Baby Corn (dry),Starter,31,31,0,50,0
2024-05-12,Chicken Pepper Bbq Pizza (Medium),Pizza,25,23,2,90,0
2024-05-12,Bbq Fried Wings 6 Pcs.,Snacks,9,21,0,65,0
2024-05-12,Cold Coffee,Cold Beverages,39,33,6,25,0
2024-05-12,Virgin Mojito,Mocktails,8,11,0,30,0
2024-05-13,Chicken Lollipop 6pcs,Starter,46,34,12,70,0
2024-05-13,Chilli Baby Corn (dry),Starter,29,30,0,50,0
2024-05-13,Chicken Pepper Bbq Pizza (Medium),Pizza,36,28,8,90,0
2024-05-13,Bbq Fried Wings 6 Pcs.,Snacks,23,24,0,65,0
2024-05-13,Cold Coffee,Cold Beverages,24,26,0,25,0
2024-05-13,Virgin Mojito,Mocktails,40,30,10,30,0
2024-05-14,Chicken Lollipop 6pcs,Starter,32,32,0,70,0
2024-05-14,Chilli Baby Corn (dry),Starter,22,27,0,50,0
2024-05-14,Chicken Pepper Bbq Pizza (Medium),Pizza,38,37,1,90,0
2024-05-14,Bbq Fried Wings 6 Pcs.,Snacks,45,28,17,65,0
2024-05-14,Cold Coffee,Cold Beverages,31,32,0,25,0
2024-05-14,Virgin Mojito,Mocktails,33,26,7,30,0
2024-05-15,Chicken Lollipop 6pcs,Starter,25,30,0,70,0
2024-05-15,Chilli Baby Corn (dry),Starter,36,37,0,50,0
2024-05-15,Chicken Pepper Bbq Pizza (Medium),Pizza,51,44,7,90,0
2024-05-15,Bbq Fried Wings 6 Pcs.,Snacks,34,26,8,65,0
2024-05-15,Cold Coffee,Cold Beverages,36,30,6,25,0
2024-05-15,Virgin Mojito,Mocktails,31,33,0,30,0
2024-05-16,Chicken Lollipop 6pcs,Starter,31,24,7,70,0
2024-05-16,Chilli Baby Corn (dry),Starter,27,27,0,50,0
2024-05-16,Chicken Pepper Bbq Pizza (Medium),Pizza,26,22,4,90,0
2024-05-16,Bbq Fried Wings 6 Pcs.,Snacks,43,46,0,65,0
2024-05-16,Cold Coffee,Cold Beverages,39,30,9,25,0
2024-05-16,Virgin Mojito,Mocktails,33,29,4,30,0
2024-05-17,Chicken Lollipop 6pcs,Starter,25,21,4,70,0
2024-05-17,Chilli Baby Corn (dry),Starter,34,28,6,50,0
2024-05-17,Chicken Pepper Bbq Pizza (Medium),Pizza,53,39,14,90,0
2024-05-17,Bbq Fried Wings 6 Pcs.,Snacks,37,34,3,65,0
2024-05-17,Cold Coffee,Cold Beverages,31,31,0,25,0
2024-05-17,Virgin Mojito,Mocktails,32,32,0,30,0
2024-05-18,Chicken Lollipop 6pcs,Starter,39,31,8,70,0
2024-05-18,Chilli Baby Corn (dry),Starter,28,21,7,50,0
2024-05-18,Chicken Pepper Bbq Pizza (Medium),Pizza,41,40,1,90,0
2024-05-18,Bbq Fried Wings 6 Pcs.,Snacks,12,13,0,65,0
2024-05-18,Cold Coffee,Cold Beverages,41,40,1,25,0
2024-05-18,Virgin Mojito,Mocktails,22,22,0,30,0
2024-05-19,Chicken Lollipop 6pcs,Starter,40,36,4,70,0
2024-05-19,Chilli Baby Corn (dry),Starter,28,28,0,50,0
2024-05-19,Chicken Pepper Bbq Pizza (Medium),Pizza,24,26,0,90,0
2024-05-19,Bbq Fried Wings 6 Pcs.,Snacks,42,42,0,65,0
2024-05-19,Cold Coffee,Cold Beverages,48,39,9,25,0
2024-05-19,Virgin Mojito,Mocktails,37,37,0,30,0
2024-05-20,Chicken Lollipop 6pcs,Starter,34,33,1,70,0
2024-05-20,Chilli Baby Corn (dry),Starter,25,22,3,50,0
2024-05-20,Chicken Pepper Bbq Pizza (Medium),Pizza,27,20,7,90,0
2024-05-20,Bbq Fried Wings 6 Pcs.,Snacks,29,26,3,65,0
2024-05-20,Cold Coffee,Cold Beverages,32,32,0,25,0
2024-05-20,Virgin Mojito,Mocktails,34,34,0,30,0
2024-05-21,Chicken Lollipop 6pcs,Starter,32,36,0,70,0
2024-05-21,Chilli Baby Corn (dry),Starter,42,31,11,50,0
2024-05-21,Chicken Pepper Bbq Pizza (Medium),Pizza,20,21,0,90,0
2024-05-21,Bbq Fried Wings 6 Pcs.,Snacks,36,34,2,65,0
2024-05-21,Cold Coffee,Cold Beverages,36,32,4,25,0
2024-05-21,Virgin Mojito,Mocktails,42,35,7,30,0
2024-05-22,Chicken Lollipop 6pcs,Starter,33,33,0,70,0
2024-05-22,Chilli Baby Corn (dry),Starter,46,35,11,50,0
2024-05-22,Chicken Pepper Bbq Pizza (Medium),Pizza,26,28,0,90,0
2024-05-22,Bbq Fried Wings 6 Pcs.,Snacks,39,38,1,65,0
2024-05-22,Cold Coffee,Cold Beverages,18,12,6,25,0
2024-05-22,Virgin Mojito,Mocktails,26,25,1,30,0
2024-05-23,Chicken Lollipop 6pcs,Starter,34,32,2,70,0
2024-05-23,Chilli Baby Corn (dry),Starter,35,35,0,50,0
2024-05-23,Chicken Pepper Bbq Pizza (Medium),Pizza,34,34,0,90,0
2024-05-23,Bbq Fried Wings 6 Pcs.,Snacks,40,35,5,65,0
2024-05-23,Cold Coffee,Cold Beverages,29,22,7,25,0
2024-05-23,Virgin Mojito,Mocktails,31,25,6,30,0
2024-05-24,Chicken Lollipop 6pcs,Starter,43,32,11,70,0
2024-05-24,Chilli Baby Corn (dry),Starter,28,28,0,50,0
2024-05-24,Chicken Pepper Bbq Pizza (Medium),Pizza,29,29,0,90,0
2024-05-24,Bbq Fried Wings 6 Pcs.,Snacks,30,36,0,65,0
2024-05-24,Cold Coffee,Cold Beverages,18,21,0,25,0
2024-05-24,Virgin Mojito,Mocktails,47,37,10,30,0
2024-05-25,Chicken Lollipop 6pcs,Starter,30,29,1,70,0
2024-05-25,Chilli Baby Corn (dry),Starter,37,30,7,50,0
2024-05-25,Chicken Pepper Bbq Pizza (Medium),Pizza,25,22,3,90,0
2024-05-25,Bbq Fried Wings 6 Pcs.,Snacks,41,37,4,65,0
2024-05-25,Cold Coffee,Cold Beverages,38,31,7,25,0
2024-05-25,Virgin Mojito,Mocktails,13,8,5,30,0
2024-05-26,Chicken Lollipop 6pcs,Starter,17,24,0,70,0
2024-05-26,Chilli Baby Corn (dry),Starter,42,34,8,50,0
2024-05-26,Chicken Pepper Bbq Pizza (Medium),Pizza,34,28,6,90,0
2024-05-26,Bbq Fried Wings 6 Pcs.,Snacks,50,42,8,65,0
2024-05-26,Cold Coffee,Cold Beverages,48,43,5,25,0
2024-05-26,Virgin Mojito,Mocktails,24,30,0,30,0
2024-05-27,Chicken Lollipop 6pcs,Starter,26,28,0,70,0
2024-05-27,Chilli Baby Corn (dry),Starter,48,47,1,50,0
2024-05-27,Chicken Pepper Bbq Pizza (Medium),Pizza,34,30,4,90,0
2024-05-27,Bbq Fried Wings 6 Pcs.,Snacks,40,30,10,65,0
2024-05-27,Cold Coffee,Cold Beverages,27,25,2,25,0
2024-05-27,Virgin Mojito,Mocktails,20,24,0,30,0
2024-05-28,Chicken Lollipop 6pcs,Starter,26,25,1,70,0
2024-05-28,Chilli Baby Corn (dry),Starter,25,26,0,50,0
2024-05-28,Chicken Pepper Bbq Pizza (Medium),Pizza,19,18,1,90,0
2024-05-28,Bbq Fried Wings 6 Pcs.,Snacks,22,17,5,65,0
2024-05-28,Cold Coffee,Cold Beverages,25,30,0,25,0
2024-05-28,Virgin Mojito,Mocktails,26,27,0,30,0
2024-05-29,Chicken Lollipop 6pcs,Starter,40,32,8,70,0
2024-05-29,Chilli Baby Corn (dry),Starter,16,14,2,50,0
2024-05-29,Chicken Pepper Bbq Pizza (Medium),Pizza,33,28,5,90,0
2024-05-29,Bbq Fried Wings 6 Pcs.,Snacks,30,31,0,65,0
2024-05-29,Cold Coffee,Cold Beverages,26,27,0,25,0
2024-05-29,Virgin Mojito,Mocktails,40,38,2,30,0
2024-05-30,Chicken Lollipop 6pcs,Starter,46,45,1,70,0
2024-05-30,Chilli Baby Corn (dry),Starter,19,24,0,50,0
2024-05-30,Chicken Pepper Bbq Pizza (Medium),Pizza,10,15,0,90,0
2024-05-30,Bbq Fried Wings 6 Pcs.,Snacks,36,32,4,65,0
2024-05-30,Cold Coffee,Cold Beverages,23,17,6,25,0
2024-05-30,Virgin Mojito,Mocktails,28,26,2,30,0
2024-05-31,Chicken Lollipop 6pcs,Starter,48,42,6,70,0
2024-05-31,Chilli Baby Corn (dry),Starter,25,27,0,50,0
2024-05-31,Chicken Pepper Bbq Pizza (Medium),Pizza,11,12,0,90,0
2024-05-31,Bbq Fried Wings 6 Pcs.,Snacks,26,28,0,65,0
2024-05-31,Cold Coffee,Cold Beverages,30,28,2,25,0
2024-05-31,Virgin Mojito,Mocktails,27,28,0,30,0
2024-06-01,Chicken Lollipop 6pcs,Starter,35,31,4,70,0
2024-06-01,Chilli Baby Corn (dry),Starter,30,21,9,50,0
2024-06-01,Chicken Pepper Bbq Pizza (Medium),Pizza,31,29,2,90,0
2024-06-01,Bbq Fried Wings 6 Pcs.,Snacks,38,35,3,65,0
2024-06-01,Cold Coffee,Cold Beverages,40,37,3,25,0
2024-06-01,Virgin Mojito,Mocktails,28,25,3,30,0
2024-06-02,Chicken Lollipop 6pcs,Starter,22,20,2,70,0
2024-06-02,Chilli Baby Corn (dry),Starter,29,29,0,50,0
2024-06-02,Chicken Pepper Bbq Pizza (Medium),Pizza,21,28,0,90,0
2024-06-02,Bbq Fried Wings 6 Pcs.,Snacks,27,25,2,65,0
2024-06-02,Cold Coffee,Cold Beverages,28,31,0,25,0
2024-06-02,Virgin Mojito,Mocktails,38,40,0,30,0
2024-06-03,Chicken Lollipop 6pcs,Starter,41,37,4,70,0
2024-06-03,Chilli Baby Corn (dry),Starter,34,24,10,50,0
2024-06-03,Chicken Pepper Bbq Pizza (Medium),Pizza,26,20,6,90,0
2024-06-03,Bbq Fried Wings 6 Pcs.,Snacks,37,38,0,65,0
2024-06-03,Cold Coffee,Cold Beverages,41,41,0,25,0
2024-06-03,Virgin Mojito,Mocktails,35,32,3,30,0
2024-06-04,Chicken Lollipop 6pcs,Starter,34,28,6,70,0
2024-06-04,Chilli Baby Corn (dry),Starter,30,36,0,50,0
2024-06-04,Chicken Pepper Bbq Pizza (Medium),Pizza,34,40,0,90,0
2024-06-04,Bbq Fried Wings 6 Pcs.,Snacks,45,38,7,65,0
2024-06-04,Cold Coffee,Cold Beverages,21,21,0,25,0
2024-06-04,Virgin Mojito,Mocktails,21,21,0,30,0
2024-06-05,Chicken Lollipop 6pcs,Starter,32,27,5,70,0
2024-06-05,Chilli Baby Corn (dry),Starter,48,40,8,50,0
2024-06-05,Chicken Pepper Bbq Pizza (Medium),Pizza,25,25,0,90,0
2024-06-05,Bbq Fried Wings 6 Pcs.,Snacks,14,16,0,65,0
2024-06-05,Cold Coffee,Cold Beverages,47,37,10,25,0
2024-06-05,Virgin Mojito,Mocktails,20,20,0,30,0
2024-06-06,Chicken Lollipop 6pcs,Starter,32,29,3,70,0
2024-06-06,Chilli Baby Corn (dry),Starter,27,23,4,50,0
2024-06-06,Chicken Pepper Bbq Pizza (Medium),Pizza,27,26,1,90,0
2024-06-06,Bbq Fried Wings 6 Pcs.,Snacks,36,34,2,65,0
2024-06-06,Cold Coffee,Cold Beverages,27,26,1,25,0
2024-06-06,Virgin Mojito,Mocktails,29,29,0,30,0
2024-06-07,Chicken Lollipop 6pcs,Starter,36,27,9,70,0
2024-06-07,Chilli Baby Corn (dry),Starter,34,34,0,50,0
2024-06-07,Chicken Pepper Bbq Pizza (Medium),Pizza,35,35,0,90,0
2024-06-07,Bbq Fried Wings 6 Pcs.,Snacks,42,39,3,65,0
2024-06-07,Cold Coffee,Cold Beverages,33,29,4,25,0
2024-06-07,Virgin Mojito,Mocktails,14,17,0,30,0
2024-06-08,Chicken Lollipop 6pcs,Starter,22,20,2,70,0
2024-06-08,Chilli Baby Corn (dry),Starter,56,43,13,50,0
2024-06-08,Chicken Pepper Bbq Pizza (Medium),Pizza,39,35,4,90,0
2024-06-08,Bbq Fried Wings 6 Pcs.,Snacks,15,15,0,65,0
2024-06-08,Cold Coffee,Cold Beverages,22,23,0,25,0
2024-06-08,Virgin Mojito,Mocktails,28,28,0,30,0
2024-06-09,Chicken Lollipop 6pcs,Starter,19,14,5,70,0
2024-06-09,Chilli Baby Corn (dry),Starter,24,21,3,50,0
2024-06-09,Chicken Pepper Bbq Pizza (Medium),Pizza,44,46,0,90,0
2024-06-09,Bbq Fried Wings 6 Pcs.,Snacks,9,9,0,65,0
2024-06-09,Cold Coffee,Cold Beverages,49,38,11,25,0
2024-06-09,Virgin Mojito,Mocktails,24,20,4,30,0
2024-06-10,Chicken Lollipop 6pcs,Starter,27,26,1,70,0
2024-06-10,Chilli Baby Corn (dry),Starter,46,51,0,50,0
2024-06-10,Chicken Pepper Bbq Pizza (Medium),Pizza,36,32,4,90,0
2024-06-10,Bbq Fried Wings 6 Pcs.,Snacks,40,38,2,65,0
2024-06-10,Cold Coffee,Cold Beverages,32,32,0,25,0
2024-06-10,Virgin Mojito,Mocktails,32,32,0,30,0
2024-06-11,Chicken Lollipop 6pcs,Starter,34,34,0,70,0
2024-06-11,Chilli Baby Corn (dry),Starter,34,33,1,50,0
2024-06-11,Chicken Pepper Bbq Pizza (Medium),Pizza,40,39,1,90,0
2024-06-11,Bbq Fried Wings 6 Pcs.,Snacks,23,15,8,65,0
2024-06-11,Cold Coffee,Cold Beverages,21,22,0,25,0
2024-06-11,Virgin Mojito,Mocktails,33,25,8,30,0
2024-06-12,Chicken Lollipop 6pcs,Starter,29,12,17,70,0
2024-06-12,Chilli Baby Corn (dry),Starter,41,38,3,50,0
2024-06-12,Chicken Pepper Bbq Pizza (Medium),Pizza,32,29,3,90,0
2024-06-12,Bbq Fried Wings 6 Pcs.,Snacks,39,34,5,65,0
2024-06-12,Cold Coffee,Cold Beverages,36,34,2,25,0
2024-06-12,Virgin Mojito,Mocktails,29,28,1,30,0
2024-06-13,Chicken Lollipop 6pcs,Starter,35,28,7,70,0
2024-06-13,Chilli Baby Corn (dry),Starter,22,34,0,50,0
2024-06-13,Chicken Pepper Bbq Pizza (Medium),Pizza,37,35,2,90,0
2024-06-13,Bbq Fried Wings 6 Pcs.,Snacks,29,29,0,65,0
2024-06-13,Cold Coffee,Cold Beverages,44,38,6,25,0
2024-06-13,Virgin Mojito,Mocktails,27,23,4,30,0
2024-06-14,Chicken Lollipop 6pcs,Starter,18,22,0,70,0
2024-06-14,Chilli Baby Corn (dry),Starter,30,24,6,50,0
2024-06-14,Chicken Pepper Bbq Pizza (Medium),Pizza,41,37,4,90,0
2024-06-14,Bbq Fried Wings 6 Pcs.,Snacks,39,35,4,65,0
2024-06-14,Cold Coffee,Cold Beverages,28,24,4,25,0
2024-06-14,Virgin Mojito,Mocktails,41,36,5,30,0
2024-06-15,Chicken Lollipop 6pcs,Starter,44,39,5,70,0
2024-06-15,Chilli Baby Corn (dry),Starter,39,32,7,50,0
2024-06-15,Chicken Pepper Bbq Pizza (Medium),Pizza,27,29,0,90,0
2024-06-15,Bbq Fried Wings 6 Pcs.,Snacks,27,28,0,65,0
2024-06-15,Cold Coffee,Cold Beverages,25,24,1,25,0
2024-06-15,Virgin Mojito,Mocktails,23,23,0,30,0
2024-06-16,Chicken Lollipop 6pcs,Starter,17,14,3,70,0
2024-06-16,Chilli Baby Corn (dry),Starter,28,30,0,50,0
2024-06-16,Chicken Pepper Bbq Pizza (Medium),Pizza,41,35,6,90,0
2024-06-16,Bbq Fried Wings 6 Pcs.,Snacks,16,17,0,65,0
2024-06-16,Cold Coffee,Cold Beverages,21,23,0,25,0
2024-06-16,Virgin Mojito,Mocktails,37,36,1,30,0
2024-06-17,Chicken Lollipop 6pcs,Starter,19,27,0,70,0
2024-06-17,Chilli Baby Corn (dry),Starter,31,35,0,50,0
2024-06-17,Chicken Pepper Bbq Pizza (Medium),Pizza,33,30,3,90,0
2024-06-17,Bbq Fried Wings 6 Pcs.,Snacks,36,40,0,65,0
2024-06-17,Cold Coffee,Cold Beverages,7,5,2,25,0
2024-06-17,Virgin Mojito,Mocktails,52,44,8,30,0
2024-06-18,Chicken Lollipop 6pcs,Starter,31,31,0,70,0
2024-06-18,Chilli Baby Corn (dry),Starter,34,36,0,50,0
2024-06-18,Chicken Pepper Bbq Pizza (Medium),Pizza,37,33,4,90,0
2024-06-18,Bbq Fried Wings 6 Pcs.,Snacks,53,38,15,65,0
2024-06-18,Cold Coffee,Cold Beverages,33,33,0,25,0
2024-06-18,Virgin Mojito,Mocktails,23,29,0,30,0
2024-06-19,Chicken Lollipop 6pcs,Starter,24,24,0,70,0
2024-06-19,Chilli Baby Corn (dry),Starter,27,25,2,50,0
2024-06-19,Chicken Pepper Bbq Pizza (Medium),Pizza,30,23,7,90,0
2024-06-19,Bbq Fried Wings 6 Pcs.,Snacks,31,30,1,65,0
2024-06-19,Cold Coffee,Cold Beverages,29,27,2,25,0
2024-06-19,Virgin Mojito,Mocktails,34,36,0,30,0
2024-06-20,Chicken Lollipop 6pcs,Starter,24,24,0,70,0
2024-06-20,Chilli Baby Corn (dry),Starter,17,19,0,50,0
2024-06-20,Chicken Pepper Bbq Pizza (Medium),Pizza,32,26,6,90,0
2024-06-20,Bbq Fried Wings 6 Pcs.,Snacks,34,32,2,65,0
2024-06-20,Cold Coffee,Cold Beverages,37,36,1,25,0
2024-06-20,Virgin Mojito,Mocktails,34,33,1,30,0
2024-06-21,Chicken Lollipop 6pcs,Starter,32,32,0,70,0
2024-06-21,Chilli Baby Corn (dry),Starter,11,10,1,50,0
2024-06-21,Chicken Pepper Bbq Pizza (Medium),Pizza,47,41,6,90,0
2024-06-21,Bbq Fried Wings 6 Pcs.,Snacks,45,37,8,65,0
2024-06-21,Cold Coffee,Cold Beverages,32,30,2,25,0
2024-06-21,Virgin Mojito,Mocktails,25,25,0,30,0
2024-06-22,Chicken Lollipop 6pcs,Starter,42,34,8,70,0
2024-06-22,Chilli Baby Corn (dry),Starter,28,28,0,50,0
2024-06-22,Chicken Pepper Bbq Pizza (Medium),Pizza,35,30,5,90,0
2024-06-22,Bbq Fried Wings 6 Pcs.,Snacks,9,18,0,65,0
2024-06-22,Cold Coffee,Cold Beverages,21,25,0,25,0
2024-06-22,Virgin Mojito,Mocktails,26,25,1,30,0
2024-06-23,Chicken Lollipop 6pcs,Starter,35,26,9,70,0
2024-06-23,Chilli Baby Corn (dry),Starter,35,32,3,50,0
2024-06-23,Chicken Pepper Bbq Pizza (Medium),Pizza,31,34,0,90,0
2024-06-23,Bbq Fried Wings 6 Pcs.,Snacks,39,38,1,65,0
2024-06-23,Cold Coffee,Cold Beverages,32,35,0,25,0
2024-06-23,Virgin Mojito,Mocktails,23,17,6,30,0
2024-06-24,Chicken Lollipop 6pcs,Starter,31,33,0,70,0
2024-06-24,Chilli Baby Corn (dry),Starter,30,23,7,50,0
2024-06-24,Chicken Pepper Bbq Pizza (Medium),Pizza,30,20,10,90,0
2024-06-24,Bbq Fried Wings 6 Pcs.,Snacks,27,22,5,65,0
2024-06-24,Cold Coffee,Cold Beverages,32,27,5,25,0
2024-06-24,Virgin Mojito,Mocktails,26,25,1,30,0
2024-06-25,Chicken Lollipop 6pcs,Starter,27,30,0,70,0
2024-06-25,Chilli Baby Corn (dry),Starter,35,35,0,50,0
2024-06-25,Chicken Pepper Bbq Pizza (Medium),Pizza,26,28,0,90,0
2024-06-25,Bbq Fried Wings 6 Pcs.,Snacks,10,9,1,65,0
2024-06-25,Cold Coffee,Cold Beverages,54,49,5,25,0
2024-06-25,Virgin Mojito,Mocktails,29,29,0,30,0
2024-06-26,Chicken Lollipop 6pcs,Starter,34,30,4,70,0
2024-06-26,Chilli Baby Corn (dry),Starter,27,20,7,50,0
2024-06-26,Chicken Pepper Bbq Pizza (Medium),Pizza,40,35,5,90,0
2024-06-26,Bbq Fried Wings 6 Pcs.,Snacks,35,33,2,65,0
2024-06-26,Cold Coffee,Cold Beverages,39,35,4,25,0
2024-06-26,Virgin Mojito,Mocktails,27,27,0,30,0
2024-06-27,Chicken Lollipop 6pcs,Starter,39,30,9,70,0
2024-06-27,Chilli Baby Corn (dry),Starter,15,20,0,50,0
2024-06-27,Chicken Pepper Bbq Pizza (Medium),Pizza,33,31,2,90,0
2024-06-27,Bbq Fried Wings 6 Pcs.,Snacks,34,31,3,65,0
2024-06-27,Cold Coffee,Cold Beverages,37,28,9,25,0
2024-06-27,Virgin Mojito,Mocktails,15,17,0,30,0
2024-06-28,Chicken Lollipop 6pcs,Starter,23,29,0,70,0
2024-06-28,Chilli Baby Corn (dry),Starter,38,28,10,50,0
2024-06-28,Chicken Pepper Bbq Pizza (Medium),Pizza,33,30,3,90,0
2024-06-28,Bbq Fried Wings 6 Pcs.,Snacks,18,19,0,65,0
2024-06-28,Cold Coffee,Cold Beverages,26,26,0,25,0
2024-06-28,Virgin Mojito,Mocktails,44,40,4,30,0
2024-06-29,Chicken Lollipop 6pcs,Starter,24,21,3,70,0
2024-06-29,Chilli Baby Corn (dry),Starter,40,33,7,50,0
2024-06-29,Chicken Pepper Bbq Pizza (Medium),Pizza,39,42,0,90,0
2024-06-29,Bbq Fried Wings 6 Pcs.,Snacks,19,23,0,65,0
2024-06-29,Cold Coffee,Cold Beverages,32,28,4,25,0
2024-06-29,Virgin Mojito,Mocktails,38,37,1,30,0
2024-06-30,Chicken Lollipop 6pcs,Starter,29,27,2,70,0
2024-06-30,Chilli Baby Corn (dry),Starter,35,23,12,50,0
2024-06-30,Chicken Pepper Bbq Pizza (Medium),Pizza,19,17,2,90,0
2024-06-30,Bbq Fried Wings 6 Pcs.,Snacks,48,46,2,65,0
2024-06-30,Cold Coffee,Cold Beverages,28,28,0,25,0
2024-06-30,Virgin Mojito,Mocktails,36,28,8,30,0
2024-07-01,Chicken Lollipop 6pcs,Starter,21,12,9,70,0
2024-07-01,Chilli Baby Corn (dry),Starter,18,18,0,50,0
2024-07-01,Chicken Pepper Bbq Pizza (Medium),Pizza,30,26,4,90,0
2024-07-01,Bbq Fried Wings 6 Pcs.,Snacks,21,17,4,65,0
2024-07-01,Cold Coffee,Cold Beverages,42,46,0,25,0
2024-07-01,Virgin Mojito,Mocktails,30,31,0,30,0
2024-07-02,Chicken Lollipop 6pcs,Starter,35,33,2,70,0
2024-07-02,Chilli Baby Corn (dry),Starter,28,24,4,50,0
2024-07-02,Chicken Pepper Bbq Pizza (Medium),Pizza,45,44,1,90,0
2024-07-02,Bbq Fried Wings 6 Pcs.,Snacks,31,35,0,65,0
2024-07-02,Cold Coffee,Cold Beverages,26,22,4,25,0
2024-07-02,Virgin Mojito,Mocktails,44,41,3,30,0
2024-07-03,Chicken Lollipop 6pcs,Starter,28,27,1,70,0
2024-07-03,Chilli Baby Corn (dry),Starter,24,19,5,50,0
2024-07-03,Chicken Pepper Bbq Pizza (Medium),Pizza,37,37,0,90,0
2024-07-03,Bbq Fried Wings 6 Pcs.,Snacks,29,26,3,65,0
2024-07-03,Cold Coffee,Cold Beverages,27,26,1,25,0
2024-07-03,Virgin Mojito,Mocktails,46,46,0,30,0
2024-07-04,Chicken Lollipop 6pcs,Starter,26,27,0,70,0
2024-07-04,Chilli Baby Corn (dry),Starter,36,35,1,50,0
2024-07-04,Chicken Pepper Bbq Pizza (Medium),Pizza,32,24,8,90,0
2024-07-04,Bbq Fried Wings 6 Pcs.,Snacks,40,41,0,65,0
2024-07-04,Cold Coffee,Cold Beverages,22,15,7,25,0
2024-07-04,Virgin Mojito,Mocktails,29,24,5,30,0
2024-07-05,Chicken Lollipop 6pcs,Starter,20,14,6,70,0
2024-07-05,Chilli Baby Corn (dry),Starter,25,20,5,50,0
2024-07-05,Chicken Pepper Bbq Pizza (Medium),Pizza,28,30,0,90,0
2024-07-05,Bbq Fried Wings 6 Pcs.,Snacks,31,26,5,65,0
2024-07-05,Cold Coffee,Cold Beverages,34,30,4,25,0
2024-07-05,Virgin Mojito,Mocktails,40,45,0,30,0
2024-07-06,Chicken Lollipop 6pcs,Starter,44,42,2,70,0
2024-07-06,Chilli Baby Corn (dry),Starter,18,22,0,50,0
2024-07-06,Chicken Pepper Bbq Pizza (Medium),Pizza,34,28,6,90,0
2024-07-06,Bbq Fried Wings 6 Pcs.,Snacks,37,28,9,65,0
2024-07-06,Cold Coffee,Cold Beverages,19,18,1,25,0
2024-07-06,Virgin Mojito,Mocktails,22,19,3,30,0
2024-07-07,Chicken Lollipop 6pcs,Starter,37,37,0,70,0
2024-07-07,Chilli Baby Corn (dry),Starter,11,9,2,50,0
2024-07-07,Chicken Pepper Bbq Pizza (Medium),Pizza,37,33,4,90,0
2024-07-07,Bbq Fried Wings 6 Pcs.,Snacks,36,39,0,65,0
2024-07-07,Cold Coffee,Cold Beverages,42,35,7,25,0
2024-07-07,Virgin Mojito,Mocktails,18,15,3,30,0
2024-07-08,Chicken Lollipop 6pcs,Starter,26,25,1,70,0
2024-07-08,Chilli Baby Corn (dry),Starter,32,32,0,50,0
2024-07-08,Chicken Pepper Bbq Pizza (Medium),Pizza,26,24,2,90,0
